name,tweet,date,like,retweet
NuwanShilpa,"@MantaNFT ""Mortal Contemplations"" is a vision based on a meditative moment of self-reflection on the condition of being subject to death, inspired by the pandemic's forced collective confrontation of mortality on a global scale.

7200 x 7200 | 300dpi

0.4 $ETH

https://t.co/DJu7t9lFJK https://t.co/0QWw61vavc",2022-03-23 03:39:16+00:00,3,1
TonightsCode,"@JMGman2 @ermgdstahp @abc15 I bought my home in 2017.  It jumped in price by 100,000 by 2019.  2020, it jumped by another $40k.  This crazy inflation started years ago and hasn’t stopped.  Pandemic which hit America in 2020 caused major home inflation during that same time.",2022-03-23 03:39:14+00:00,0,0
DanielCarlson_1,"Very believable if you understand that COVID is airborne...but tell that to all of the fast food restaurants who removed condiments, cup lids, straws, utensils, etc. from the condiment stations at the beginning of the pandemic and still haven't put them back. https://t.co/GGBt2GZLww",2022-03-23 03:39:12+00:00,4,0
PabloChoccobarr,"RT @taran_adarsh: #TheKashmirFiles is SENSATIONAL... *Week 2* trending is THE HIGHEST in *post pandemic era*, OVERTAKES #Sooryavanshi, #83T…",2022-03-23 03:39:09+00:00,0,3818
kema_rj,"WA has record 8,429 new Covid-19 cases today, taking the total since the pandemic began above 100 thousand.

194 people are in hospital and 9 in ICU. 

Another death of a Covid-positive person has also been recorded-a man in his 90s.

#perthnews #wanews https://t.co/7z5XQNeO9n",2022-03-23 03:39:08+00:00,3,2
stava61,RT @SallyLawry: Why is @abcperth putting Covid news under the political section of news ? This pandemic is a health crisis. Please stop und…,2022-03-23 03:39:07+00:00,0,17
im__jane,"RT @jeanqasaur: Over the weekend, I was talking with a few friends about how the pandemic has changed our personalities.

For me, I started…",2022-03-23 03:39:01+00:00,0,3
ratwaffle,RT @KiaSpeaks: The fact that we’re 2 years into the pandemic without universal healthcare coverage is a failure. :(,2022-03-23 03:39:00+00:00,0,33
techi_princess,An empowered work force can do wonders for creating change. What would you do? How would you do it? Have you left a toxic workplace in the past? Add your experience here https://t.co/jU1fLWCdpU or in the comments below. #GreatResignation #work #covid19 #pandemic #business,2022-03-23 03:39:00+00:00,1,0
K11ngBee,RT @COVIDnewsfast: I'm not going to sugar coat it for you guys. This will be the most difficult part of the pandemic to date. Not only is p…,2022-03-23 03:38:58+00:00,0,6111
FilthyFingers42,@DrLeanaWen You guys actually played pandemic?? I didn’t change a single thing 😂😂 I didn’t even wash my hands more. 😂😂,2022-03-23 03:38:55+00:00,0,0
Lidepama,"@Titans_ventures @SnowConeDAO In this pandemic condition, people choose to stay at home and do Live Streaming to earn income. So what are you going to do to get users interested in SnowCane? What sets SnowCane apart from other competing platforms?",2022-03-23 03:38:54+00:00,0,0
EZembeck,"@DirkChaos @Rightsof_Man @DrLeanaWen I live in heavy blue state MA, it’s really the prevailing view of many who followed the rules &amp; got vax’d. It’s shifted to a matter of individual risk assessment IMO. Throughout the pandemic I’ve always thought @ScottGottliebMD &amp; @ashishkjha have provided the most pragmatic views",2022-03-23 03:38:51+00:00,1,0
AverageGeno,RT @NahImNotDecent: Arguing for the right to smash someone who was in high school during the pandemic is diabolical.,2022-03-23 03:38:49+00:00,0,2691
tellmeofyourho1,"@SorashellC @freemymankyle @biancaskullmask @CerseiLe @leaveitaloneKim @stat_butler cause it was a global pandemic that spread even to the vatican, the holy see in 4 months.  It's flourished in 3rd world countries due to first world nations hoarding vaccines.  That allows it to mutate &amp; further plague us in waves.  I'm questioning your sanity.",2022-03-23 03:38:48+00:00,0,0
Ashdumby,"This is what I mean by wine mom liberals who know everything about this pandemic &amp; then they still send their child to a high risk setting.

It's infinitely worse than people who don't know any better.

It amounts to child abuse. https://t.co/SWrcfAfz1v",2022-03-23 03:38:47+00:00,0,0
pippaliciousj,"RT @jon_trickett: The Super Rich added £3 trillion to their kitty during the pandemic.

Wouldn’t it be reasonable to ask them to pay some m…",2022-03-23 03:38:47+00:00,0,2945
BrianLynch,"@JeffYorkes Absolutely. Pandemic provided me with a few extra hours in the morning, and I enjoyed it so much I kept it going",2022-03-23 03:38:47+00:00,1,0
Abdalla60316859,"RT @BillGates: Subscribe to Gates Notes for updates on efforts to prevent the next pandemic, access exclusive content, and more.",2022-03-23 03:38:45+00:00,0,28
P_Alienation,"@stopPAabuse Agreed, hoping to see additional stats, reports, and studies following the pandemic in different jurisdictions. While anecdotally we suspected the problem has worsened, fresh empirical data would be valuable.",2022-03-23 03:38:45+00:00,0,0
hoff19_steve,RT @JesseKellyDC: Remember when Joe Biden pointed his finger at half the country and blamed them for a pandemic and then tried to have them…,2022-03-23 03:38:43+00:00,0,2969
Cdoglover1,"@JuliaDixon84 @MarkMcGowanMP Yep, most young people are quite worried about the pandemic. It's hard on us. But we also recognise our duty to look after one another by keeping eachother safe.",2022-03-23 03:38:43+00:00,1,0
AngelaPower7,RT @Youraccounthas6: @Theolistens @BryanACPastor 100%. I've said the same with the 'pandemic'. The very fact people are debating whether or…,2022-03-23 03:38:42+00:00,0,41
dpoceana,@anylaurie16 @DMarcoJAnthony Nah. The pandemic is over.  Right?!?,2022-03-23 03:38:36+00:00,0,0
OurNewHomecoach,RT @UNSWCityFutures: Prof Hal Pawson's work is featured this week in The Fifth Estate article on the impacts the pandemic has had on housin…,2022-03-23 03:38:35+00:00,0,4
3minboardgames,"@Saint_56 That list is here with Pandemic, Catan, Carcassone, 7 wonders and dominion being your top 5 games. 

https://t.co/sPAlJV0lm3",2022-03-23 03:38:33+00:00,1,1
drsananth,"RT @SZ_Shariff: ""Ontario's homeless community is falling behind in vaccine coverage as province drops pandemic restrictions"" 🙏@HannahAlberg…",2022-03-23 03:38:32+00:00,0,11
Mafiya_Singh_,RT @Ronita_Rivashni: What nonsense .... Whenever anything strikes India including a pandemic #AkshayKumar is one of the first people to tak…,2022-03-23 03:38:31+00:00,0,40
aishxteja,"@Jenny84875312 I know what a pandemic is, I've been researching about the show too and trust me if you think this is hurting sentiments then i can just laugh over it, it was totally a risk to take pandemic as a theme and if not properly conveyed it'd have faced a lot of outrage which it didn't.",2022-03-23 03:38:31+00:00,0,0
JamesCaterina1,@yarelyr0driguez Don’t worry the pandemic we are put on way,2022-03-23 03:38:31+00:00,0,0
TeckieGirl,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:38:26+00:00,0,270
capqueen19,RT @VintageMaria1: @DrLeanaWen 🤣🤣🤣 two years into the pandemic and now you say this!? Wow. The plan must be failing tremendously. Lol,2022-03-23 03:38:24+00:00,0,1
MickH_r3j0in3r,"RT @jon_trickett: The Super Rich added £3 trillion to their kitty during the pandemic.

Wouldn’t it be reasonable to ask them to pay some m…",2022-03-23 03:38:24+00:00,0,2945
gratefulfilment,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:38:23+00:00,0,270
Carino5ever,RT @mave_nicegirl: “DonBelle’s success has proven that love will shine amidst the pandemic.”💕💕💕 https://t.co/LIJW8WKQRj,2022-03-23 03:38:22+00:00,0,1161
NLPSU90,"low consumption number due to strict measures and pandemic anxiety are still lingering the Japan economy, hopefully with the broaden foreigner acceptance it could help to stimulate the consumption number.",2022-03-23 03:38:22+00:00,0,0
SaKarthikreddy,"RT @sstudent2003: #PostponeJEEMains2022
just when you think that maybe a world wide pandemic must have taught people something about mental…",2022-03-23 03:38:21+00:00,0,17
ReikiGirl623,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:38:21+00:00,0,270
Cbluepacific,"@real_GeneralLee @texasguy37 @MarshaBlackburn You obviously don’t travel. The entire world has fuel problems. Trump had a lock down from the pandemic so fuel was cheaper. Btw it’s been dropping for days now. Also, there is more than one god, but your pea brain probably can’t comprehend much more.",2022-03-23 03:38:21+00:00,0,0
jereanneellis,@sarahbeth345 @SenBobCasey  I’m calling BS on this. It looks like Dems are joyfully making these announcements so they can say the pandemic is still a thing. And it’s only Dems who are making these announcements- evidently Rs are now immune to CV.,2022-03-23 03:38:18+00:00,0,0
dorotheaxbetty,@PopCrave pandemic on the way,2022-03-23 03:38:18+00:00,34,1
MD4life23,RT @COVIDnewsfast: I'm not going to sugar coat it for you guys. This will be the most difficult part of the pandemic to date. Not only is p…,2022-03-23 03:38:13+00:00,0,6111
rjmendoza444,RT @bigbrotherteej: Happy 2nd year anniversary to this iconic tweet that shaped the face of the COVID-19 pandemic discourse in the country…,2022-03-23 03:38:11+00:00,0,79
JimAloisi,RT @MayorWu: Supporting Boston’s arts &amp; culture scene is key to our pandemic recovery. I joined @JaredGBH on @GBHNews to play some piano &amp;…,2022-03-23 03:38:10+00:00,0,38
DrAntagonist,"@iglooAl914 @RonDonahoe @SPBMcKenna Cried the ardent supporter of a 5x #GOPVietnamDraftDodger who recklessly removed the Pandemic Response Team back in 2018 which could have nipped the COVID pandemic in the bud from the very beginning saving countless Americans from unnecessary death. But hey, you be you. 😐",2022-03-23 03:38:08+00:00,2,0
athencole,Post pandemic cricket fans be like:👇🏻 https://t.co/epNb8CQvvb,2022-03-23 03:38:07+00:00,3,0
MzNikkiNew,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:38:06+00:00,0,270
procatowl,"RT @TaviCosta: We just saw the largest issuance of US Treasuries since the pandemic recession &amp; global financial crisis.

Almost $850B just…",2022-03-23 03:38:05+00:00,0,276
spiritgateoz,RT @MEiffert54: @RuncibleH Talking to a friend today we both agreed that we will be wearing masks  until this pandemic is under control.,2022-03-23 03:38:00+00:00,0,3
AirTarig,"RT @BigTParker: @SWAholding4ever @wokeSTEMteacher I made more doing Instacart during the pandemic, working on average 34 hours a week, than…",2022-03-23 03:38:00+00:00,0,349
lynnj123,@seattletimes Well they were all pretty happy with Amazon when they were delivering every need during the pandemic,2022-03-23 03:37:59+00:00,1,0
JuliePennell6,"RT @annatime94: So my friend that tested positive twice in 6 weeks is not eligible for the pandemic leave payment again. 
How do people sur…",2022-03-23 03:37:58+00:00,0,119
Mwiksbetty,"RT @SkyNews: New figures have revealed more detail about the number of people who died during the #COVID19 pandemic.

Sky News analysis sho…",2022-03-23 03:37:57+00:00,0,28
rfost16,"@drsimonegold HCQ prescribed by an AFLDS doctor, plus our six immune system supplements, have served the two of us very well. We have lived through the pandemic confident that we would not get sick, albeit unmasked when/wherever possible and eating out frequently.",2022-03-23 03:37:57+00:00,0,0
MorpheusBeing,RT @SallyLawry: Why is @abcperth putting Covid news under the political section of news ? This pandemic is a health crisis. Please stop und…,2022-03-23 03:37:57+00:00,0,17
_mobihq,"""With takeaway options becoming so popular, particularly during and post-pandemic, many restaurants and cafes are challenged with keeping people engaged in their physical environment.""

Check out the highlights from our latest podcast episode 🚀

https://t.co/5vCvnXQv7U",2022-03-23 03:37:55+00:00,1,0
MADY42O,RT @NahImNotDecent: Arguing for the right to smash someone who was in high school during the pandemic is diabolical.,2022-03-23 03:37:55+00:00,0,2691
stn_in,"RT @TaviCosta: We just saw the largest issuance of US Treasuries since the pandemic recession &amp; global financial crisis.

Almost $850B just…",2022-03-23 03:37:52+00:00,0,276
skywaker9,"RT @JH4PDX: The status quo has failed Portlanders. It was not prepared to deal with the stresses of the Pandemic, leaving many in our commu…",2022-03-23 03:37:51+00:00,0,12
SareerAra,"RT @Jhagra: Is this why the opposition is in such a hurry to dislodge @ImranKhanPTI?
Despite a once in a century pandemic &amp; economic recess…",2022-03-23 03:37:50+00:00,0,64
Exalted_Energy,"@ChGefaell Israel is not 72% vaccinated, Israel was 78% vaccinated in August 2021. As of today Israel is 99.5% vaccinated, many on their fourth dose currently with the highest case rate since the pandemic.
The vaccines are creating ADE thus accelerating disease. 
https://t.co/mP24Qdf25z",2022-03-23 03:37:49+00:00,1,1
VoicesWentworth,"RT @stephenjduckett: Our thoughts - with Edward Meehan - As pandemic takes toll on public health workforce, a call for action on burnout in…",2022-03-23 03:37:46+00:00,0,9
OzzieAraujo,RT @KiaSpeaks: The fact that we’re 2 years into the pandemic without universal healthcare coverage is a failure. :(,2022-03-23 03:37:46+00:00,0,33
rajaramrajendr,"Free vaccines, free ration for more than 80 crore population till this March 2022 and repaying the debt of more than 1.4L crores in petroleum bonds, money to state govts to handle the pandemic, the list goes on… ever heard of these gentleman?And people call you an intellect🤦🏻‍♂️ https://t.co/88h6RHeLVp",2022-03-23 03:37:45+00:00,1,1
Mail2Sharon,"RT @symbiote_black: @KamVTV More from the liberal pandemic, these psychos need to be stopped and placed back where they belong",2022-03-23 03:37:42+00:00,0,1
ClantonMiller,RT @JesseKellyDC: Remember when Joe Biden pointed his finger at half the country and blamed them for a pandemic and then tried to have them…,2022-03-23 03:37:40+00:00,0,2969
Khiladi_Meraj,RT @Ronita_Rivashni: What nonsense .... Whenever anything strikes India including a pandemic #AkshayKumar is one of the first people to tak…,2022-03-23 03:37:39+00:00,0,40
DragonLady65,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:37:37+00:00,0,270
_s4ni,"RT @OffGuardian0: #StandWithUkraine is just as cult-like as the ""pandemic"" ever was.

Just like #Covid, #Ukraine is being used to push wedg…",2022-03-23 03:37:37+00:00,0,66
carccbiggsc,"RT @BigTParker: @SWAholding4ever @wokeSTEMteacher I made more doing Instacart during the pandemic, working on average 34 hours a week, than…",2022-03-23 03:37:35+00:00,0,349
_luvskz,pre pandemic 😭 https://t.co/kGMfKYb8Pd,2022-03-23 03:37:34+00:00,0,0
Saucy_Sadie,"RT @rkhamsi: I thought this pandemic would be like the movie Contagion.

But it’s really just like Dumb and Dumber.",2022-03-23 03:37:34+00:00,0,312
banaifeldstein,"@awgaffney It has been free for everyone up until this time. If someone has been living under a rock and doesn't know there's a pandemic with a free vaccine, then it's on them for not caring about anything in the world.

Otherwise, people who refuse vaccination will keep refusing it anyway.",2022-03-23 03:37:34+00:00,12,0
jm_rives,"RT @gopperman: .@swordsjew beautifully puts into words the feelings I've had for a long time about this pandemic, as someone who has been d…",2022-03-23 03:37:34+00:00,0,18
GarrettACook,@UnarmedOracle All the Thomas Ligotti shit in me was revealed by the pandemic to just be more pain so I can relate.,2022-03-23 03:37:32+00:00,0,0
FilingKaka,"@JackPosobiec So what you're saying is, the ones who vaccinated on command are obedient little slaves while those who exercise their logic and refuse to take experimental drugs in a ""pandemic"" are more logical and cool headed?  Makes sense.",2022-03-23 03:37:30+00:00,0,0
Kevbrown51,"@REWearmouth @YouGov Only the economy?!
How about the pandemic, health, Ukraine, brexit, partygate? The list goes on.........",2022-03-23 03:37:29+00:00,3,2
mintymin,"RT @News12BX: EXPANDING SERVICES: Fountain House Bronx has been helping more people since the beginning of the pandemic. 
https://t.co/Xx41…",2022-03-23 03:37:26+00:00,0,1
BillyMastak,RT @KatrinaMariie2: Haven’t lived in this apartment since well before the pandemic. That necklace broke over a year ago. Haven’t had that p…,2022-03-23 03:37:19+00:00,0,10
SVictor70973566,"RT @EricTopol: Covid ICU hospitalizations are already at the US pandemic low. With another decline of 700 hospitalizations today, and accou…",2022-03-23 03:37:18+00:00,0,530
beatleggs,"@RadioFreeTom @AlexBerezow @DrLeanaWen oh yeah, the early period of the pandemic was fabulous. the fear and uncertainty. all those deaths were awesome!",2022-03-23 03:37:18+00:00,2,0
JKronic1,"@KVUE Triple vaxxed… also, the pandemic is over and it’s 1918 all over again.  We will live with it.  Nothing 🍔",2022-03-23 03:37:16+00:00,3,0
genemapper24,"@nansteel_ken @nostairway123 @laurenboebert Kenny my brother, we started a world wide pandemic and possibly WWIII to hide the new world financial economic reset? Sure threw off our focus, so it worked. Can you pls tell me what more there is, cause I don’t know if I can take much more, been a hard 2+ yrs",2022-03-23 03:37:15+00:00,0,0
KiaSpeaks,"RT @Ebonyteach: The game metaphor has limits, and there are parts of this I didn't understand until the pandemic began. @ProfKori's Know Yo…",2022-03-23 03:37:13+00:00,0,10
KatharineJStin2,"RT @jon_trickett: The Super Rich added £3 trillion to their kitty during the pandemic.

Wouldn’t it be reasonable to ask them to pay some m…",2022-03-23 03:37:11+00:00,0,2945
BuildingOurPwr,"RT @SocialismS4A: Public health = *PUBLIC* health!

Putting the burden of implementing pandemic protection measures on individuals &amp; instit…",2022-03-23 03:37:11+00:00,0,3
Southienews,@Jovigirl9 @SawPix777 @ruzzara @PressSec It’s weird how the pandemic of the unvaccinated turned into the vaccinated dropping dead at 20 years old .,2022-03-23 03:37:10+00:00,2,0
kwinimcln,"""salamat sa pandemic we have u"" -Dean",2022-03-23 03:37:09+00:00,2,0
ReneeMcCone,RT @JennaEllisEsq: Oh stop. This is NOT a reminder “the pandemic isn’t over.” It’s a reminder people still get sick with colds and flus and…,2022-03-23 03:37:09+00:00,0,278
sarahmfine,"Do you all remember the desperation we felt in March 2020 when we found out that the pandemic might affect us and our children for, like, three weeks?",2022-03-23 03:37:06+00:00,13,0
Eon_Reel,@DennisGGoodwin1 @DonaldJTrumpJr @EricTrump @LaraLeaTrump @IvankaTrump for screwing up the pandemic response?,2022-03-23 03:37:06+00:00,1,0
jay1stnewyorker,The United States is nearing One Million Coronavirus related deaths. A devastating human toll like no other. A somber reminder of the Global Pandemic and the struggle to rid of its wrath. https://t.co/8uVQB3qzqU,2022-03-23 03:37:04+00:00,0,0
VanessaFuchsArt,@kary_cee @crimsonartist @MissIgraine @KateEmerson88 Especially when their sacrifice was to get a jab and wear a hood mask. So easy! This stage of the pandemic is really revealing how easy it is for governments to disregard rights of disabled/high risk. And presented it in a way that allows able bodied to label us as over anxious,2022-03-23 03:37:01+00:00,1,0
Big_DMB,"RT @teadain: @kylenabecker I'm doing something wrong. I've worked through the entire pandemic, taken my family on 3 vacations to Mexico and…",2022-03-23 03:37:01+00:00,0,178
Jack4Ward,RT @TB_Times: The U.S. could see another wave driven by the omicron descendant BA.2 now that the nation has completely lifted pandemic rest…,2022-03-23 03:37:00+00:00,0,3
MTFIII,RT @KiaSpeaks: The fact that we’re 2 years into the pandemic without universal healthcare coverage is a failure. :( https://t.co/hfH5RUgVPm,2022-03-23 03:36:58+00:00,0,33
SagarAliasJac20,"RT @VRFridayMatinee: #BheeshmaParvam crossed 1 Cr from Cochin Multiplexes 👍

First movie to do so in the pandemic era 👍",2022-03-23 03:36:56+00:00,0,221
fancyeagledance,"RT @EricTopol: Covid ICU hospitalizations are already at the US pandemic low. With another decline of 700 hospitalizations today, and accou…",2022-03-23 03:36:56+00:00,0,530
bowman_hyland,"RT @timrequarth: NEW: Two years into the pandemic, a lot of us are wondering how the CDC became so politicized. In my latest for @Slate, I…",2022-03-23 03:36:55+00:00,0,55
onelove82750825,"RT @paleblondegal: during the pandemic, the WORLD WAS UPSIDE DOWN. it’s NOT THE SAME AS IT ONCE WAS. when the clock was REWINDED, Harry sta…",2022-03-23 03:36:53+00:00,0,245
Woodfile,RT @tbwbam: @theJagmeetSingh Canadian Billionaires wealth grew by $78B closing year 1 of the pandemic. If you taxed them 100% that year you…,2022-03-23 03:36:50+00:00,0,29
ecliptiko,RT @bigbrotherteej: Happy 2nd year anniversary to this iconic tweet that shaped the face of the COVID-19 pandemic discourse in the country…,2022-03-23 03:36:49+00:00,0,79
aliasjdm,The average educated person (grad and/or professional degree) that I know thinks the pandemic is over. Only those that have gone out of their way to inform themselves and/or read varied news disagree. This is bad. It’s unreasonable to expect any sig % of the pop to do this.,2022-03-23 03:36:48+00:00,0,0
jhameia,"In the wake of the pandemic, what are your favourite science fiction fantasy short stories about viruses?",2022-03-23 03:36:45+00:00,3,0
KisBrink,@PremierScottMoe Climate change is real - deal with it. You guys can grow Canola which can be burned as fuel.  Also pulses which turned Manitoba from a have not province of long standing to a have.  The Liberals bought a pipeline which a Conservative govt did 0 times. The pandemic is still on btw,2022-03-23 03:36:44+00:00,4,0
ravishankar_iam,RT @sanjeevsanyal: Am not making an anti-vax statement. Am just pointing out something that is obvious after 2 years of the pandemic and sh…,2022-03-23 03:36:44+00:00,0,139
lisaz44_lisa,"@NRPublicHealth Hmmm...asthmatic, autoimmune, NEVER  wear a mask..Also NOT been sick the entire pandemic while working the entire time.  Perhaps I'm immune..OR masks don't actually work???",2022-03-23 03:36:43+00:00,0,0
GordonHoski,"RT @jimmy_dore: “This is a pandemic of the unvaccinated “-Joe Biden

“If you get the vaccine, you’re not gonna get covid” - Joe Biden",2022-03-23 03:36:43+00:00,0,760
ToriZamori,when the concert makeup is on point. yay for going to live music for the first time post pandemic! #DuaLipa #FutureNostalgiaTour #TheForum https://t.co/oTRkVXxClI,2022-03-23 03:36:42+00:00,10,0
ManojSi93272255,"RT @taran_adarsh: #TheKashmirFiles is SENSATIONAL... *Week 2* trending is THE HIGHEST in *post pandemic era*, OVERTAKES #Sooryavanshi, #83T…",2022-03-23 03:36:41+00:00,0,3818
ParkerbBen,"RT @TaviCosta: We just saw the largest issuance of US Treasuries since the pandemic recession &amp; global financial crisis.

Almost $850B just…",2022-03-23 03:36:40+00:00,0,276
matpVI,"@Wanda_WestCoast @JMcanerin BC isn't even promoting boosters, let alone rapid tests and we're stuck at under 60%

Hit a US TV channel, adverts for boosters...

We don't pandemic well

#BCpoli",2022-03-23 03:36:39+00:00,4,0
LoveAndShalom,RT @KiaSpeaks: The fact that we’re 2 years into the pandemic without universal healthcare coverage is a failure. :(,2022-03-23 03:36:36+00:00,0,33
ModhoMia,@dens_club @Mecha_Morphing Q..Can you explain the background of your #MechaMorphing team?  How will you and your team carry out this  #MechaMorphing project during this current pandemic?,2022-03-23 03:36:31+00:00,0,0
SandraLAdamson,"RT @HIAppleseed: Defending Home: How to Protect Renters and Fight Poverty beyond the Pandemic

Thurs., March 24, 2022, 6:30 pm, Orvis Audit…",2022-03-23 03:36:30+00:00,0,11
missspanishd0ll,"Him: them men telling me gyal leaving their man cause summer coming and pandemic ending. 
Me: true? https://t.co/tlEbpQ0Myv",2022-03-23 03:36:27+00:00,1,0
jeromeusa,"@thecrystalwheat @singingsox @casey0222 @KaraKarlson @tarahaelle @DrLeanaWen @gregggonsalves @ScottGottliebMD Stringer requirements doesn’t mean ppl wore masks properly. In the worst of the pandemic I saw at most half wearing proper masks properly.

In poorly ventilated work areas, everything is worse",2022-03-23 03:36:26+00:00,1,0
CallmeRaaga,"RT @taran_adarsh: #TheKashmirFiles is SENSATIONAL... *Week 2* trending is THE HIGHEST in *post pandemic era*, OVERTAKES #Sooryavanshi, #83T…",2022-03-23 03:36:25+00:00,0,3818
Lilac0071,"@daveyk317 @43a6f0ce5dac4ea The mRNA jabs are a ticking Time Bomb. A Trojan Horse. Trillions of spike proteins manufactured by your own body, The spike protein is the Pathogen. Wake up. 68% increased EXCESS DEATH with the release of the vaccine in 2021 - compared to the pandemic year 2020!!",2022-03-23 03:36:22+00:00,0,0
gianninicastri,RT @1scrummymummy: There are more cases in parts of the UK today than at any other point in this pandemic and all mask wearing / distancing…,2022-03-23 03:36:21+00:00,0,4
TacTram_OD,RT @JesseKellyDC: Remember when Joe Biden pointed his finger at half the country and blamed them for a pandemic and then tried to have them…,2022-03-23 03:36:19+00:00,0,2969
Yorrike,"This seems like a bad idea. But we’ve arrive at being bored by the ongoing pandemic. So, good luck to everyone going, but just be aware of what you’re getting yourselves into. https://t.co/lXFUd36Cy6",2022-03-23 03:36:14+00:00,0,0
MySocialMedia6,"@andrew_dunk Yep. There were a couple of dozen post-pandemic deaths today.

It's so stupid.",2022-03-23 03:36:13+00:00,1,0
eluccellini,RT @Fabio_Carisio: WUHAN-GATES – 48. Moderna Vaccine Patented 9 Months Before Pandemic. Thanks to the Fauci-Baric’ Manmade SARS Viruses htt…,2022-03-23 03:36:12+00:00,0,2
CallMeMrsNiggas,Smoking weed everyday while trying to go to college in my childhood room and trying to survive a pandemic lol https://t.co/tZ7bquNFIV,2022-03-23 03:36:12+00:00,0,0
RachelGlickler,@marie_grime Can't pick just one! I have three YAs in different stages and my after pandemic series. I love them allll!!!!,2022-03-23 03:36:12+00:00,0,0
CIDRAP,"RT @EricTopol: Covid ICU hospitalizations are already at the US pandemic low. With another decline of 700 hospitalizations today, and accou…",2022-03-23 03:36:10+00:00,0,530
Nhajor,"RT @BigTParker: @SWAholding4ever @wokeSTEMteacher I made more doing Instacart during the pandemic, working on average 34 hours a week, than…",2022-03-23 03:36:09+00:00,0,349
jnxnvr,the pandemic is why catfish is getting at least 7 more seasons send tweet,2022-03-23 03:36:07+00:00,1,0
rutheniumGmusic,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:36:05+00:00,0,270
pjyjiaer,its not like im gonna watch but hearing someone making tour stop here still a little bit weird from me because of the pandemic sksjsj,2022-03-23 03:36:05+00:00,0,0
GeoJa55,"@WFTV No way it passes. If the pandemic proved anything, Floridians are selfish and unless the road goes to their house and only their house they don’t want it built.",2022-03-23 03:36:00+00:00,0,0
bauthorfowler,"RT @DesjarlaisBlake: The last few years have taken a toll on Canadians.

A global pandemic, war in Ukraine, and the rising cost of living h…",2022-03-23 03:35:57+00:00,0,3
Anirudh_SR,RT @sanjeevsanyal: Am not making an anti-vax statement. Am just pointing out something that is obvious after 2 years of the pandemic and sh…,2022-03-23 03:35:56+00:00,0,139
MLGG2,"@CTVNews A pandemic should be managed by epidemiologists with knowledge on pandemics. When are we going to hold accountable people who, without training or accountability, are doing so much harm? https://t.co/4XnFk3QXIF",2022-03-23 03:35:54+00:00,4,0
HoleHunger,"RT @YoniFreedhoff: At no time this pandemic, including during the worst of the Dec/Jan Omicron wave, have I had more friends reporting they…",2022-03-23 03:35:53+00:00,0,457
GeetanjaliRast2,"RT @Prince_pandit_: COVID is an pandemic disease.
As per cases, India is one of the worst hit region. 
The students are protesting for thei…",2022-03-23 03:35:52+00:00,0,29
Connor_Baseball,RT @JesseKellyDC: Remember when Joe Biden pointed his finger at half the country and blamed them for a pandemic and then tried to have them…,2022-03-23 03:35:50+00:00,0,2969
ariccio,"RT @rkhamsi: I thought this pandemic would be like the movie Contagion.

But it’s really just like Dumb and Dumber.",2022-03-23 03:35:48+00:00,0,312
3n8gm2,"bro… I was injured most of 2020 - the pandemic hit and all sports stopped. 

ALL. 

really? We’re doing this right now??!",2022-03-23 03:35:46+00:00,0,0
rfloyd7,Goodnight all. Psalm 46: “the foundations shake.” I never anticipated a pandemic or a war in Europe. I pray for the ones who are suffering. I pray for peace. I pray for the brave people of Ukraine. I pray for democracy. The Big Lie is still a lie.The Lord bless you and keep you.,2022-03-23 03:35:42+00:00,73,12
fouzisultan,RT @BorosBruce: Dr. Paul Marik Commended by Virginia House of Delegates for Dedication to Early Treatment During Pandemic https://t.co/e7eN…,2022-03-23 03:35:41+00:00,0,9
Unfreakin,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:35:41+00:00,0,270
NOTSUREWEAREGE1,"@charles_haig01 Is Kos still tweeting about the ""pandemic of the unvaccinated""?",2022-03-23 03:35:41+00:00,0,0
mathematics,"@SheSimonOnMyRex @ginacarano @JonnyBones An officer's job is to protect and serve not incubate and spread.

Might have been an overall good guy, but a public servant not getting vaccinated during a pandemic is superbad.",2022-03-23 03:35:39+00:00,764,10
