name,tweet,date,like,retweet
shannonthebull,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:35:39+00:00,0,270
PringPhillip,"RT @annatime94: So my friend that tested positive twice in 6 weeks is not eligible for the pandemic leave payment again. 
How do people sur…",2022-03-23 03:35:38+00:00,0,119
SazeracNELA,"This is a very good question.  I think it’s tied in to pretending the pandemic is over becuase it’s inconvenient for them, and not thinking about how we’re going to have to change things to deal with COVID from here on out. https://t.co/UEaHpygaia",2022-03-23 03:35:38+00:00,7,0
GreggJLevine,"US should fund those things—along w/ expanded healthcare access &amp; more pandemic aid—&amp; they should have been in the last spending bill. But they weren’t.

You know what you can do for free, tho? Re-institute mask mandates, limit indoor commerce, longer isolation after + Covid test",2022-03-23 03:35:38+00:00,1,0
polpietrafest,"RT @GoonerGreat: During this pandemic I have made a lot of changes. One has been to embrace and experiment with pornosexuality, replacing o…",2022-03-23 03:35:36+00:00,0,458
theirastr_,RT @EoinHiggins_: April 2020. NYT is outrage farming with an opinion piece on “cancel culture.” Atlantic follows up with “the pandemic is o…,2022-03-23 03:35:35+00:00,0,49
kunwarism,"RT @taran_adarsh: #TheKashmirFiles is SENSATIONAL... *Week 2* trending is THE HIGHEST in *post pandemic era*, OVERTAKES #Sooryavanshi, #83T…",2022-03-23 03:35:35+00:00,0,3818
homosapien34,"RT @EricTopol: Covid ICU hospitalizations are already at the US pandemic low. With another decline of 700 hospitalizations today, and accou…",2022-03-23 03:35:34+00:00,0,530
mercwrites,That’ll really help contain the pandemic….. https://t.co/p1WvZBZnLL,2022-03-23 03:35:32+00:00,0,0
MLGG2,"@Gab_H_R A pandemic should be managed by epidemiologists with knowledge on pandemics. When are we going to hold accountable people who, without training or accountability, are doing so much harm? https://t.co/dbxtXln90Q",2022-03-23 03:35:32+00:00,8,4
DirtGibbo,@SweetyB38 @NZNationalParty @oneforthedr fun fact ; NZ doesn't have any pandemic experts,2022-03-23 03:35:32+00:00,0,0
AllThingsJen,I'm so confused &lt;not really&gt; how are people still testing positive for Covid when the pandemic was all bit declared over? Shocked I say. Shocked.,2022-03-23 03:35:31+00:00,16,0
KaplanLawATX,"BREAKING: confirmation that #software companies and #RemoteWork have all but transformed the #austin #texas labor market since the start of the #pandemic.  

Median tech salary: $90k

Avg software salary: $151k
 https://t.co/ERHQXY48sP",2022-03-23 03:35:31+00:00,1,0
La_Femme_Nista,"RT @farid__jalali: Dr. Wen: You’re the unsung hero of this pandemic, from the point of view of the virus.",2022-03-23 03:35:30+00:00,0,56
livelovegeek,@InfoSecWildBill Funny thing is that I never actually worked out of this building. I internally transferred during the pandemic 😅,2022-03-23 03:35:28+00:00,1,0
zz_avtt,RT @jojirashark: I just wish that the Savusavu businessman who had asked the AG why teachers were getting fully paid during the pandemic ha…,2022-03-23 03:35:28+00:00,0,55
tombrodbeck,@deverynross @curtisbrown_827 And whatever political fallout may have come from govt’s pandemic management re: PCHs.,2022-03-23 03:35:27+00:00,5,0
yogarph57,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:35:27+00:00,0,270
Big_DMB,"RT @rpoconnor: You can't spend the whole pandemic arguing on CNN for restrictions, lockdowns, passports, and harsh measures against those u…",2022-03-23 03:35:26+00:00,0,19
_omgigi_,@colocha_rachel i hope you have a better time i mean we’re still in a pandemic but those were the turnsround times before this anyway!! + i hope it’s just more people working cause so many people have like new/recently diagnosed disabilities,2022-03-23 03:35:26+00:00,0,0
dividendgrowth1,"@WallStJesus Worst drawdown, really?

What about fixed income performance in Europe and Japan from 1900-1950?

You need to go at least that far back to find Pandemic and World Wars!",2022-03-23 03:35:25+00:00,1,0
Harryslaststand,That was my fear when my surgery was originally cancelled in March 2020 because of the pandemic. https://t.co/NYoZ86Pv7x,2022-03-23 03:35:25+00:00,19,2
blaquepassing,@siriyonce_ The real pandemic it’s sad fr,2022-03-23 03:35:24+00:00,1,0
CAFiorello,"RT @angie_rasmussen: For the past 20 years, government-supported pandemic/epidemic research, preparedness, and response has been subject to…",2022-03-23 03:35:20+00:00,0,279
KTNV,"RT @JeremyChenKTNV: Because of the pandemic and rising inflation, it's been challenging for business owners across the country to provide q…",2022-03-23 03:35:20+00:00,0,1
Wakevah,"RT @rkhamsi: I thought this pandemic would be like the movie Contagion.

But it’s really just like Dumb and Dumber.",2022-03-23 03:35:17+00:00,0,312
Damba202,"RT @jimmy_dore: “This is a pandemic of the unvaccinated “-Joe Biden

“If you get the vaccine, you’re not gonna get covid” - Joe Biden",2022-03-23 03:35:16+00:00,0,760
amorvincitomnia,"@RealBCThinkTank Perhaps I'm slightly naïve in thinking the corporation who solved the pandemic through regular inoculations might have the lasting impact of, say, an East India Company and endure. Plenty of profits to be made while losing just a smidge here 0_0",2022-03-23 03:35:16+00:00,0,0
Prodigalhasret1,"RT @drdenwalker: You can’t please everyone. This pandemic has taught me that putting self or family first isn’t selfish, but profoundly nec…",2022-03-23 03:35:16+00:00,0,22
ntathenaSP_,RT @bigbrotherteej: Happy 2nd year anniversary to this iconic tweet that shaped the face of the COVID-19 pandemic discourse in the country…,2022-03-23 03:35:16+00:00,0,79
StRichards_HH,"Today is @mariecurieuk #nationaldayofreflection StRichards is open to everyone Come light a candle, pray or just sit in the peace &amp; tranquillity of church, to reflect &amp; remember lost loved ones from the pandemic

#ndor #haywardsheath @ChichesterDio @churchofengland @BishopRuthB https://t.co/Zj8wTaE3tf",2022-03-23 03:35:15+00:00,4,2
TrevorKeveloh,"RT @jimmy_dore: “This is a pandemic of the unvaccinated “-Joe Biden

“If you get the vaccine, you’re not gonna get covid” - Joe Biden",2022-03-23 03:35:13+00:00,0,760
scientwest,"RT @NYTHealth: A month ago, Americans had died from Covid at 90 times the per capita rate of people in Hong Kong over the entire pandemic.…",2022-03-23 03:35:13+00:00,0,18
LilSammieBaby,RT @NahImNotDecent: Arguing for the right to smash someone who was in high school during the pandemic is diabolical.,2022-03-23 03:35:13+00:00,0,2691
LarsonGame,"RT @carcarpeb: @spann This tweet is unreal.  No appreciation for safety and life.  The pandemic has created monsters among us.
I thank you…",2022-03-23 03:35:09+00:00,0,2
knidac,"@AlastairMcA30 @Marcusdstewart @DrLeanaWen That’s all well and good, but human nature and logic don’t always go together eg almost any other chronic illness seen today. There’s something human about being imperfect, and the sooner we accept that the sooner we can really see what this pandemic taught us",2022-03-23 03:35:08+00:00,0,0
MHS_K808,@KITV4 Pandemic ? It’s apparently only in Hawaii now.? How embarrassing. https://t.co/fhYJo49NLN,2022-03-23 03:35:07+00:00,0,0
MLGG2,"@birgitomo @NaheedD A pandemic should be managed by epidemiologists with knowledge on pandemics. When are we going to hold accountable people who, without training or accountability, are doing so much harm? https://t.co/ai00buoDZE",2022-03-23 03:35:06+00:00,0,0
GtownVoice,"TEDxGeorgetown will be returning to campus on March 26th. After two years, much has changed, and the conference plans to explore charting ""a path out of the pandemic."" The Voice spoke to the six student speakers:
https://t.co/RZzYaHQlom",2022-03-23 03:35:06+00:00,0,0
Mduduzi_Jones,RT @PresidencyZA: President @CyrilRamaphosa addresses the nation in developments in South Africa’s response to #COVID19 pandemic #StaySafe…,2022-03-23 03:35:05+00:00,0,107
MdPinay,"RT @MarshaBlackburn: Judge Jackson used the COVID-19 pandemic as justification to release a fentanyl drug dealer, a bank robber addicted to…",2022-03-23 03:35:03+00:00,0,4738
Cdoglover1,"@hornybi6008b @MarkMcGowanMP The pandemic isn't over yet, sorry to tell you. I hate this as much as anyone, but we need to think logically rather than emotionally right now. Plus, the rest of the world hasn't moved on. Most countries still have restrictions.",2022-03-23 03:35:01+00:00,40,1
reason,"""At too many schools, children still sit at desks and are lectured at by adult authorities. This has been a particularly unwelcome realization for many parents during the pandemic, as they witnessed their children's mediocre instruction via Zoom.""

https://t.co/v59TxBmZTM",2022-03-23 03:35:01+00:00,17,6
Thyblerone,RT @chrisbarragan1: Tory lanez quarantine radio really was peak times during pandemic,2022-03-23 03:35:01+00:00,0,930
seanburke1888,@Cdoglover1 @JuliaDixon84 @MarkMcGowanMP Be honest now. If the news didn't tell you there was a pandemic would you know there was one?,2022-03-23 03:35:00+00:00,1,0
22kelwil,"@PeoplesOracle Tonight I read this article by Talua Lavin on the pandemic denial in this country and I was blown away:
https://t.co/UbaklcQsyL",2022-03-23 03:34:59+00:00,7,1
SoNotCoolEnough,"@ArmyVetNC @RadioFreeTom @AlexBerezow @DrLeanaWen Exactly. I was 8 months pregnant in March 2020. I'd had one awful cold after another, then none after the pandemic hit. Amazing what a good mask and social distancing can do. Can't eliminate risk 100%, but masking helps so much!",2022-03-23 03:34:58+00:00,5,0
l_krishnan,"RT @frozen: 3 things should be handed out like candy during a pandemic:

1) N95s (or equivalent)

2) Rapid tests

3) Candy",2022-03-23 03:34:57+00:00,0,180
arpitishere,"RT @taran_adarsh: #TheKashmirFiles is SENSATIONAL... *Week 2* trending is THE HIGHEST in *post pandemic era*, OVERTAKES #Sooryavanshi, #83T…",2022-03-23 03:34:56+00:00,0,3818
jyara_m,RT @NahImNotDecent: Arguing for the right to smash someone who was in high school during the pandemic is diabolical.,2022-03-23 03:34:52+00:00,0,2691
data13579,RT @IanZell: Murdered titan. For some reason 2 years of constant pandemic triggered health anxiety has made making horror art strangely cat…,2022-03-23 03:34:43+00:00,0,1104
DemianLapointe,RT @SecCardona: We can’t look at mental well-being as an add-on. We need to make it the foundation of pandemic support &amp; recovery. This is…,2022-03-23 03:34:43+00:00,0,163
aln_luvs_dch,"RT @SlackingNinja: ""Winter of Severe Illness and Death"" is over &amp; it seems like a lot of vaccinated are getting sick during ""The Pandemic o…",2022-03-23 03:34:42+00:00,0,1
Esalamak,"@Titans_ventures @SnowConeDAO In this pandemic condition, people choose to stay at home and do Live Streaming to earn income. So what are you going to do to get users interested in SnowCane? What sets SnowCane apart from other competing platforms?",2022-03-23 03:34:41+00:00,0,0
Percent76,RT @CarymaRules: One of the most maddening aspects of Ontario's pandemic response is @fordnation consistently overlooking obvious policy so…,2022-03-23 03:34:40+00:00,0,23
4doorford,RT @NahImNotDecent: Arguing for the right to smash someone who was in high school during the pandemic is diabolical.,2022-03-23 03:34:39+00:00,0,2691
MaiaWithAnEye,"RT @SteveStaeger: 🧵This was a tough one. We learned this week of a sad pandemic-related problem the Denver Hospice. 

Volunteers bringing c…",2022-03-23 03:34:39+00:00,0,19
AllenEs34679298,"@chrisj355 What clinical trails are you referring to, would love to read them. Take into consideration this type of vaccine is new, and usually a vaccine takes years to develop reporting benefits and adverse events to them, but in an active pandemic it’s better to use them.",2022-03-23 03:34:35+00:00,0,0
VetPracticeMag,Rising demand for home vet visits helping handle pandemic pet boom https://t.co/PIdyYJsyvG,2022-03-23 03:34:33+00:00,1,0
ECPAT,"Join us tomorrow for a discussion: ""Internet and sexual exploitation in times of pandemic: Risks and vulnerabilities of girls, boys and adolescents"".
[event in ENG &amp; SPA]

Register here👉 https://t.co/8rdtA49P8c

#endsexualexploitation #endcsam https://t.co/NjcK2FYEpl",2022-03-23 03:34:31+00:00,15,9
haikeaone1,"RT @SarkySage: Remember that time it was the middle of a pandemic and Scomo told us all “it’s not a race, it’s not a competition”? While co…",2022-03-23 03:34:30+00:00,0,85
DiaQuoise,RT @JohnSumser: Sobering meditation on the pandemic’s effect on how we work and how we think about work.  https://t.co/QA7LSAUWo7,2022-03-23 03:34:30+00:00,0,1
rhyshalliwell,@NBCNews Lotta people mad that experts are saying the pandemic isn’t about to get really bad again. You know you can still stay home and wear your mask everywhere if that’s what your into right?,2022-03-23 03:34:29+00:00,2,0
rocky0413,"RT @ErinBurnett: Why is she speaking out? “I’m not only a daughter. I’m a mother. I have two beautiful daughters. During the pandemic, one…",2022-03-23 03:34:28+00:00,0,5
MartinezPogue,"RT @RepCarbajal: One year ago, I voted pass the #AmericanRescuePlan to help the Central Coast recover from the pandemic. Since then, this m…",2022-03-23 03:34:28+00:00,0,2
VulpesUrsae,RT @NahImNotDecent: Arguing for the right to smash someone who was in high school during the pandemic is diabolical.,2022-03-23 03:34:27+00:00,0,2691
maraleia,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:34:26+00:00,0,270
stonecolekam,RT @COVIDnewsfast: I'm not going to sugar coat it for you guys. This will be the most difficult part of the pandemic to date. Not only is p…,2022-03-23 03:34:26+00:00,0,6111
gholesrolk,"RT @pcgamer: Between the pandemic and a new expansion, Guild Wars 2 continues to grow. https://t.co/qeRgjrGKw9",2022-03-23 03:34:25+00:00,0,43
ArmedMama,"RT @JaniceDean: Wanting justice for over 15,000 dead seniors is not pointless and the only person that has profited off a pandemic is Andre…",2022-03-23 03:34:24+00:00,0,123
anydel,RT @WIRED: The pandemic may have given rise to a more diverse group of homeschoolers—one that is ready to change the future of education al…,2022-03-23 03:34:24+00:00,0,3
booksamore,"@AstroKatie @luckytran I disagree. “Their” plan is/was for everyone to get vaxxed, observe COVID protocols, and not be complete dumbasses. I’d say our government (federal-wise) since Biden took office has been making great effort to mitigate this pandemic.",2022-03-23 03:34:22+00:00,0,0
evanifitkillsme,@RobertTouba @DocJeffD @AndrewPaviaMD “The pandemic doesn’t exist” is probably not going to age well…,2022-03-23 03:34:22+00:00,0,0
covidcooties,"RT @codebluememes: by the end of the pandemic you should have:

▪️a favorite kind of mask

▪️a favorite kind of hand sanitizer

▪️the crush…",2022-03-23 03:34:22+00:00,0,240
TheGrandOdditor,"RT @YoniFreedhoff: At no time this pandemic, including during the worst of the Dec/Jan Omicron wave, have I had more friends reporting they…",2022-03-23 03:34:21+00:00,0,457
OG97921596,"RT @frozen: 3 things should be handed out like candy during a pandemic:

1) N95s (or equivalent)

2) Rapid tests

3) Candy",2022-03-23 03:34:19+00:00,0,180
ryannvotes,"RT @DrTomFrieden: The most important lesson of the Covid pandemic is that the only constant is change. If we learn quickly and act quickly,…",2022-03-23 03:34:18+00:00,0,229
kay_walz,"RT @rkhamsi: I thought this pandemic would be like the movie Contagion.

But it’s really just like Dumb and Dumber.",2022-03-23 03:34:17+00:00,0,312
wildmarshphoto,"RT @VABVOX: 🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually o…",2022-03-23 03:34:17+00:00,0,270
lizbeth_ds,"RT @academeology: The pandemic alone hasn't caused grad student burnout, but it has exacerbated existing issues. Grad students are burdened…",2022-03-23 03:34:15+00:00,0,10
Alexsmediocrity,"RT @codebluememes: by the end of the pandemic you should have:

▪️a favorite kind of mask

▪️a favorite kind of hand sanitizer

▪️the crush…",2022-03-23 03:34:15+00:00,0,240
lauracomer11,"RT @MarshaBlackburn: Judge Jackson used the COVID-19 pandemic as justification to release a fentanyl drug dealer, a bank robber addicted to…",2022-03-23 03:34:15+00:00,0,4738
EAducator,"RT @HIAppleseed: Defending Home: How to Protect Renters and Fight Poverty beyond the Pandemic

Thurs., March 24, 2022, 6:30 pm, Orvis Audit…",2022-03-23 03:34:12+00:00,0,11
blackandQWERTY,"@Cindylouwhobaj1 This may be my last year…even admin has taken a toll on me. Even better pay has not helped make this better…too many still act, even up here in the Pacific NW, like the Pandemic is over and change is not needed.",2022-03-23 03:34:12+00:00,5,0
LovingPenelope1,"@MarshaBlackburn They're teaching what was taught at home during the pandemic. If it was being taught, dying you'd think a parent would've notice?",2022-03-23 03:34:11+00:00,2,0
MichaelDeVaul,"RT @WPIinsights: “Despite being disproportionately impacted by the global pandemic, women of all backgrounds have been “all-in” givers to r…",2022-03-23 03:34:07+00:00,0,3
ModhoMia,@dens_club @Flash_Miner Q..Can you explain the background of your  team?  How will you and your team carry out this  project during this current pandemic?,2022-03-23 03:34:06+00:00,0,0
SimpleDimple501,@vikram_Singh002 @Ram_Guha @thewire_in They didnt have gits to question cheen for manufacturing an entire pandemic but then India is an international punching bag👊,2022-03-23 03:34:04+00:00,0,0
CliffordTheHutt,"RT @shannonmstirone: America: 

War? Take my money!

Pandemic that’s killed millions but is preventable? Sorry we’re broke",2022-03-23 03:34:03+00:00,0,11
EvolvingJuan,"RT @EricTopol: Covid ICU hospitalizations are already at the US pandemic low. With another decline of 700 hospitalizations today, and accou…",2022-03-23 03:34:03+00:00,0,530
DonnieTwitler,"@TedCruzPoodle In spite of some individuals attempt to grow one, do you not feel they should simply wear a mask long after the pandemic is over?

* As a public service to those who cannot stand looking at their smarmy faces. https://t.co/KZkTcJZs2W",2022-03-23 03:34:02+00:00,0,0
jessecox1953,RT @JesseKellyDC: Remember when Joe Biden pointed his finger at half the country and blamed them for a pandemic and then tried to have them…,2022-03-23 03:34:00+00:00,0,2969
nolietees,"@seanhannity @EricTrump @LindseyGrahamSC Hey Boobie. Your dad played golf All during the Pandemic- almost a years' worth. Remember Trump saying, ""I won't have time to play golf.""
LIAR!
#Trump @DonaldJTrumpJr #DonaldTrump 
https://t.co/JwHICLF65I",2022-03-23 03:33:57+00:00,0,0
OzzieAraujo,"RT @jehiah: During pandemic negotiated a lower rent (after landlord increased it right at beginning of pandemic)

Lesson learned: Sufficien…",2022-03-23 03:33:51+00:00,0,1
kalliem,@WellsFargo Thanks for the reply. I sincerely hope this can be handled from the safety of our home. I’d rather not risk losing my last living parent to Covid because Wells Fargo required us to visit a branch in a pandemic to remedy their mistake from 6 years ago.,2022-03-23 03:33:45+00:00,0,0
Dmiller365,I gave you money through the pandemic when you was just stuck in the house,2022-03-23 03:33:44+00:00,1,0
_user09263536,"RT @theninaellaine: We support Leni because she has a plan. Part of her platform is her support for MSMEs. During this pandemic, businesses…",2022-03-23 03:33:44+00:00,0,89
Hammersmith84,"@Cdoglover1 @JuliaDixon84 @MarkMcGowanMP I would advise that. This pandemic is over. People are still dying, just like they always have and always will.",2022-03-23 03:33:43+00:00,9,0
Pratham_RG,@imcricfanatic everytime when he bats after the pandemic he looks mug only absolutely useless now,2022-03-23 03:33:42+00:00,0,0
williamlies247,@gbrookscooper @TeamTexasAM @KU_Football @TexasFootball @SEC @AlabamaFTBL @AggieFootball @Big12Conference Number *4 in a Pandemic shortened season by beating TWO teams over .500 with absolutely ZERO to show for it. Beating your daddy Bama isn’t greater than a Conference Title Game! Do you even realize how PATHETIC you sound? Once again ZERO Natty’s and ZERO Conference Titles (1998) https://t.co/L0B7pG9BcW,2022-03-23 03:33:41+00:00,0,0
Brad_BC_Canada,RT @BambinoJalapeno: @JustinTrudeau “Defending democracy” after calling 400 million dollar election during a pandemic to try and get a majo…,2022-03-23 03:33:41+00:00,0,20
Dondurrett__,"RT @scottmelker: If the stock market can shrug off a global pandemic, I’m sure #Bitcoin can survive a tweet.",2022-03-23 03:33:40+00:00,0,571
PursuitofKNWL,"4/11 He reiterated that Biden immediately faced the COVID-19 pandemic at the beginning of his presidency, saw inflation spiral out of control,...",2022-03-23 03:33:36+00:00,0,0
PursuitofKNWL,"1/11 According to an article authored by The Guardian's Washington DC Bureau Chief, David Smith, Joe Biden has a ""Cursed presidency"" because he has had to deal with the COVID-19 pandemic, inflation, the Russia-Ukraine War and rising energy prices.",2022-03-23 03:33:34+00:00,0,0
bigbrotherteej,Happy 2nd year anniversary to this iconic tweet that shaped the face of the COVID-19 pandemic discourse in the country — for some bad reasons. https://t.co/ixoUhxsLde,2022-03-23 03:33:34+00:00,493,79
ValerioZach,"RT @KweenJosie: During the pandemic we all either found ourselves or we lost ourselves. 

There are not many who didn’t fall into one categ…",2022-03-23 03:33:33+00:00,0,16
HowTheProsDo,"@NathanJLutz @TommyGreturns I agree to a point. I mean I have X fans who even said they got a very favorable whistle lol. I mean I had UNC and you had ALL OF TWITTER saying the whistle Baylor got was insane.

Agree some spots yes but its a pandemic overall with officiating",2022-03-23 03:33:33+00:00,0,0
RBSD5,RT @TweeetLorraine: I would give a lot to see @AndreaHorwath and @StevenDelDuca join forces to see us through this pandemic - it's not done…,2022-03-23 03:33:32+00:00,0,14
VABVOX,"🔹Hillary Clinton
🔹Sen. Bob Casey (D-PA)
🔹Jen Psaki 
All were diagnosed with COVID today, so maybe the pandemic isn't actually over.",2022-03-23 03:33:29+00:00,914,270
bbedoistic,"Before the pandemic, everyday I fight my life by speeding on my littol scooter to arrrive on time to class 🤣🤣 I usually prepared my outfits the night before and took 3 minutes shower like a pro 😌 my sleep time is too precious 💕",2022-03-23 03:33:27+00:00,2,0
DeMubaWorld,RT @chrisbarragan1: Tory lanez quarantine radio really was peak times during pandemic,2022-03-23 03:33:25+00:00,0,930
_ent_uth_,RT @chronicallybeee: ok cool but like.. there’s still a pandemic and i think maybe the people born in the last 50 years want to stay alive…,2022-03-23 03:33:25+00:00,0,1
ArezStudio,RT @CTVNews: New Zealand to remove pandemic mandates as Omicron wanes https://t.co/VdwSIhV2Ly https://t.co/4bUJYe4Tqn,2022-03-23 03:33:24+00:00,0,4
ProfGrantPetty,"At four previous points in the 2-year pandemic, the 7-day average COVID death rate in the U.S. dropped below yesterday's 1,012 per day.   And then went up again.  So why is everyone literally betting lives on that not happening again? https://t.co/Sa2XzWIrwM",2022-03-23 03:33:22+00:00,1,0
dale_boring,"@Bret2022 @Jim_Jordan I'd say ""COVID 19"" had something to do with unemployment....you may want to look at the stats prior to the ""pandemic"". Yellow Man, bad. We know.",2022-03-23 03:33:20+00:00,0,0
dukejamdogmom,"@KanakaMPH @EvalEvan66 @oni_blackstock @DrLeanaWen As this pandemic has already shown, our system is not set up for and is often hostile to disabled and chronically ill folks. I am confounded by ppl especially docs who are ok with adding a growing number to those ranks when it would be more easier to just not.",2022-03-23 03:33:19+00:00,5,0
billett_rick,"RT @rexglacer: FFS Trudeau called an election in a pandemic because you all told him he had a walk away majority Govt, he'd call an electio…",2022-03-23 03:33:17+00:00,0,26
f5d7151950314ae,"RT @jon_trickett: The Super Rich added £3 trillion to their kitty during the pandemic.

Wouldn’t it be reasonable to ask them to pay some m…",2022-03-23 03:33:17+00:00,0,2945
HighitsNy,RT @NahImNotDecent: Arguing for the right to smash someone who was in high school during the pandemic is diabolical.,2022-03-23 03:33:14+00:00,0,2691
gimgyejin,"😟#초강력물뽕판ㅁㅐ사이트😟
😟#초강력물뽕후ㄱㅣ😟
🎠라인:neworld8🔫카톡:dsk49🚴♂️
텔레dsk8949🎠
Having a flu jab is a good idea, particularly during the coronavirus pandemic, to help protect your health.",2022-03-23 03:33:13+00:00,0,0
getsmartagain1,@TrueNorthCentre I'm surprised Trudeau didn't start with vaccines are safe and effective and it's the only way out of the pandemic and a lot of nothing. Also jughead is a f..king clown,2022-03-23 03:33:09+00:00,1,0
Jenny84875312,@aishxteja Lol sentiment ?? From Ekta? She has made fun of Indian army and now she literally brought up this shit which is responsible of killing millions so before u talk abt SENTIMENT go &amp; do some research abt Pandemic.Oh yeah u didn’t even understood Pandemic whom am I explaining it to,2022-03-23 03:33:07+00:00,0,0
JenniferJokes,RT @JenniferJokes: I used to say “what the hell are you guys doing we are in the middle of a pandemic” but actually we are still at the beg…,2022-03-23 03:33:05+00:00,0,16
RMSolitayre,"RT @elektrotal: but the pandemic is over, they said",2022-03-23 03:33:02+00:00,0,6
kaipoche_ot7,"RT @taran_adarsh: #TheKashmirFiles is SENSATIONAL... *Week 2* trending is THE HIGHEST in *post pandemic era*, OVERTAKES #Sooryavanshi, #83T…",2022-03-23 03:33:00+00:00,0,3818
mtrainola,@PopCrave both pandemic artists https://t.co/MNVR80DUCz,2022-03-23 03:32:59+00:00,0,0
CAOPres,"IDEA
Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know this is going to work?
• With the pandemic, it feels like we are more disconnected than ever.  14/35",2022-03-23 03:32:56+00:00,0,0
CarriWeatherwax,"RT @angie_rasmussen: For the past 20 years, government-supported pandemic/epidemic research, preparedness, and response has been subject to…",2022-03-23 03:32:56+00:00,0,279
samplesalediva,@MusicManBway highest #Broadway #ticket #sales since #pandemic besting @HamiltonMusical $3m+ weekly https://t.co/EZjMON4qxj,2022-03-23 03:32:55+00:00,0,0
Orenar4,@VargasMilan1 @DarkAgeRave @LokiJulianus Loki had some excellent calls with regard to Covid at the beginning of the pandemic. I believe it was he who first shared the HCQ paper by Raoult. I don't believe he is a patsy. I do however believe that RW Twitter has gotten caught up in binary thinking surrounding geopolitics.,2022-03-23 03:32:54+00:00,0,0
lsf58,"@deverynross @curtisbrown_827 One would normally think those would be safe PC votes. But given the pandemic response of this govt especially in personal care homes, I wonder if that is still a safe assumption?",2022-03-23 03:32:54+00:00,2,0
FireMagePhoenix,RT @HannahntheWolf: I thought I’d cried my last about inequitable access and academic ableism during a global pandemic (only bc it’s just b…,2022-03-23 03:32:49+00:00,0,22
Goofyshanks,"@unmanagedbean @MasalaBai Even before Pandemic, ambulances seldom arrived within 10 mins. Point here being if food deliveries can be done, same or almost similar model can be used for Ambulances too. But if there is will to do it.",2022-03-23 03:32:48+00:00,0,0
Mikhail38757727,@MuZlandia Masks are purely to remind there is a pandemic and an emergency. there used for propaganda and social control,2022-03-23 03:32:47+00:00,1,0
Huski67,COVID-19 the pandemic of the brainless vaccinated.,2022-03-23 03:32:46+00:00,0,0
DamasoGarcia13,"@humftydrumpfty @RadioFreeTom @reedrothchiIds What’s your point? I literally said leave it those that are “qualified”, whereby this pandemic has shown us that politicians and political commentators do believe themselves to be more qualified than medical doctors when it comes to and infectious disease.",2022-03-23 03:32:45+00:00,0,0
chronicallybeee,ok cool but like.. there’s still a pandemic and i think maybe the people born in the last 50 years want to stay alive too so maybe we work on containing that??? https://t.co/lciH3azvoE,2022-03-23 03:32:45+00:00,15,1
RyanJ_Arts,"@DrLeanaWen Do you have any patients with vulnerable health? It's only a couple of years into things. Look at how long other pandemics have lasted. You need to examine your health privilege. If continued masks while still in pandemic stages is an issue for you, you're in the wrong profession",2022-03-23 03:32:39+00:00,1,0
Lauren01434817,"@Euggy123 @Dawn_907 @JFVandermeij I feel sorry for all the people so brainwashed by this pandemic, I really do,but a mask is just a control device compliance is all they need from you, and you fit the bill well. Wear your mask forever. It's your life",2022-03-23 03:32:36+00:00,0,0
PraxyUncle,@TimothyVojta @LolaMotz @DrLeanaWen By working a job. One that doesn't promote the spread of the pandemic. And to boost my hustle I'd write a cookbook and do videos showing people how to cook restaurant food at home.,2022-03-23 03:32:35+00:00,4,1
ptoooeiii,"RT @BusinessInsider: Despite an uptick in orders during the pandemic, this company has faced staffing issues, order backlogs, and a COVID-1…",2022-03-23 03:32:35+00:00,0,6
JacqueSteenkamp,"RT @businessdesk_nz: PATTRICK SMELLIE: The pandemic is not over, but today marks a point of no return on the use of public restrictions to…",2022-03-23 03:32:34+00:00,0,1
FarizAnsari,RT @CityNewsTO: #NEW: The city's 30-km underground retail system below the financial core has been hit hard during the pandemic. @McAlliste…,2022-03-23 03:32:32+00:00,0,11
knightwithak,"RT @YoniFreedhoff: At no time this pandemic, including during the worst of the Dec/Jan Omicron wave, have I had more friends reporting they…",2022-03-23 03:32:29+00:00,0,457
cherrysingh065,I'm not fr BPO but working WFH even before pandemic. While I miss office life sometimes but wfh works best for me. Saves a lot of money and am in control of time. https://t.co/KetHRSJrDk,2022-03-23 03:32:26+00:00,0,0
JoshSmoove_,RT @NahImNotDecent: Arguing for the right to smash someone who was in high school during the pandemic is diabolical.,2022-03-23 03:32:24+00:00,0,2691
Cryptolover279,@bangpateng_com @UpDeFiUp Can you tell us about the background and experience of your project DEVELOPMENT TEAM?  And how will they carry out your project during the current pandemic?,2022-03-23 03:32:24+00:00,0,0
